Periodo,Estado,Variavel,Unidade,Nivel_Instrucao,Valor
202403,São Luís - MA,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,15.0
202404,São Luís - MA,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,15.0
202401,Teresina - PI,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,13.0
202402,Teresina - PI,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,14.0
202403,Teresina - PI,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,16.0
202404,Teresina - PI,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,18.0
202401,Fortaleza - CE,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,59.0
202402,Fortaleza - CE,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,71.0
202403,Fortaleza - CE,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,71.0
202404,Fortaleza - CE,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,63.0
202401,Natal - RN,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,19.0
202402,Natal - RN,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,16.0
202403,Natal - RN,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,17.0
202404,Natal - RN,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,12.0
202401,João Pessoa - PB,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,12.0
202402,João Pessoa - PB,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,16.0
202403,João Pessoa - PB,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,17.0
202404,João Pessoa - PB,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,17.0
202401,Recife - PE,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,27.0
202402,Recife - PE,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,28.0
202403,Recife - PE,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,24.0
202404,Recife - PE,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,26.0
202401,Maceió - AL,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,29.0
202402,Maceió - AL,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,29.0
202403,Maceió - AL,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,31.0
202404,Maceió - AL,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,30.0
202401,Aracaju - SE,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,11.0
202402,Aracaju - SE,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,10.0
202403,Aracaju - SE,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,8.0
202404,Aracaju - SE,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,7.0
202401,Salvador - BA,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,42.0
202402,Salvador - BA,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,62.0
202403,Salvador - BA,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,68.0
202404,Salvador - BA,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,35.0
202401,Belo Horizonte - MG,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,20.0
202402,Belo Horizonte - MG,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,22.0
202403,Belo Horizonte - MG,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,21.0
202404,Belo Horizonte - MG,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,17.0
202401,Vitória - ES,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,6.0
202402,Vitória - ES,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,5.0
202403,Vitória - ES,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,5.0
202404,Vitória - ES,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,6.0
202401,Rio de Janeiro - RJ,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,76.0
202402,Rio de Janeiro - RJ,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,68.0
202403,Rio de Janeiro - RJ,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,67.0
202404,Rio de Janeiro - RJ,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,53.0
202401,São Paulo - SP,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,168.0
202402,São Paulo - SP,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,160.0
202403,São Paulo - SP,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,178.0
202404,São Paulo - SP,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,206.0
202401,Curitiba - PR,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,16.0
202402,Curitiba - PR,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,20.0
202403,Curitiba - PR,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,22.0
202404,Curitiba - PR,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,22.0
202401,Florianópolis - SC,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,3.0
202402,Florianópolis - SC,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,3.0
202403,Florianópolis - SC,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,3.0
202404,Florianópolis - SC,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,3.0
202401,Porto Alegre - RS,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,12.0
202402,Porto Alegre - RS,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,11.0
202403,Porto Alegre - RS,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,11.0
202404,Porto Alegre - RS,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,10.0
202401,Campo Grande - MS,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,12.0
202402,Campo Grande - MS,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,12.0
202403,Campo Grande - MS,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,9.0
202404,Campo Grande - MS,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,10.0
202401,Cuiabá - MT,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,11.0
202402,Cuiabá - MT,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,13.0
202403,Cuiabá - MT,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,11.0
202404,Cuiabá - MT,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,9.0
202401,Goiânia - GO,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,24.0
202402,Goiânia - GO,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,22.0
202403,Goiânia - GO,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,25.0
202404,Goiânia - GO,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,16.0
202401,Brasília - DF,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,37.0
202402,Brasília - DF,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,42.0
202403,Brasília - DF,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,38.0
202404,Brasília - DF,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Sem instrução e menos de 1 ano de estudo,40.0
202401,Porto Velho - RO,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,50.0
202402,Porto Velho - RO,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,49.0
202403,Porto Velho - RO,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,52.0
202404,Porto Velho - RO,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,54.0
202401,Rio Branco - AC,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,44.0
202402,Rio Branco - AC,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,43.0
202403,Rio Branco - AC,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,43.0
202404,Rio Branco - AC,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,47.0
202401,Manaus - AM,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,168.0
202402,Manaus - AM,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,166.0
202403,Manaus - AM,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,181.0
202404,Manaus - AM,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,166.0
202401,Boa Vista - RR,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,26.0
202402,Boa Vista - RR,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,27.0
202403,Boa Vista - RR,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,29.0
202404,Boa Vista - RR,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,33.0
202401,Belém - PA,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,137.0
202402,Belém - PA,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,137.0
202403,Belém - PA,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,141.0
202404,Belém - PA,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,109.0
202401,Macapá - AP,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,39.0
202402,Macapá - AP,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,42.0
202403,Macapá - AP,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,40.0
202404,Macapá - AP,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,39.0
202401,Palmas - TO,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,18.0
202402,Palmas - TO,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,18.0
202403,Palmas - TO,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,19.0
202404,Palmas - TO,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,18.0
202401,São Luís - MA,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,85.0
202402,São Luís - MA,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,83.0
202403,São Luís - MA,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,80.0
202404,São Luís - MA,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,73.0
202401,Teresina - PI,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,74.0
202402,Teresina - PI,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,74.0
202403,Teresina - PI,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,78.0
202404,Teresina - PI,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,74.0
202401,Fortaleza - CE,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,282.0
202402,Fortaleza - CE,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,291.0
202403,Fortaleza - CE,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,297.0
202404,Fortaleza - CE,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,317.0
202401,Natal - RN,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,90.0
202402,Natal - RN,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,79.0
202403,Natal - RN,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,86.0
202404,Natal - RN,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,97.0
202401,João Pessoa - PB,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,68.0
202402,João Pessoa - PB,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,73.0
202403,João Pessoa - PB,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,75.0
202404,João Pessoa - PB,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,67.0
202401,Recife - PE,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,156.0
202402,Recife - PE,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,151.0
202403,Recife - PE,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,170.0
202404,Recife - PE,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,145.0
202401,Maceió - AL,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,112.0
202402,Maceió - AL,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,116.0
202403,Maceió - AL,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,117.0
202404,Maceió - AL,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,112.0
202401,Aracaju - SE,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,58.0
202402,Aracaju - SE,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,58.0
202403,Aracaju - SE,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,67.0
202404,Aracaju - SE,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,69.0
202401,Salvador - BA,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,229.0
202402,Salvador - BA,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,235.0
202403,Salvador - BA,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,232.0
202404,Salvador - BA,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,233.0
202401,Belo Horizonte - MG,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,198.0
202402,Belo Horizonte - MG,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,180.0
202403,Belo Horizonte - MG,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,199.0
202404,Belo Horizonte - MG,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,206.0
202401,Vitória - ES,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,29.0
202402,Vitória - ES,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,26.0
202403,Vitória - ES,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,29.0
202404,Vitória - ES,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,28.0
202401,Rio de Janeiro - RJ,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,431.0
202402,Rio de Janeiro - RJ,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,447.0
202403,Rio de Janeiro - RJ,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,449.0
202404,Rio de Janeiro - RJ,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,449.0
202401,São Paulo - SP,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,1022.0
202402,São Paulo - SP,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,996.0
202403,São Paulo - SP,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,1024.0
202404,São Paulo - SP,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,1018.0
202401,Curitiba - PR,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,122.0
202402,Curitiba - PR,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,120.0
202403,Curitiba - PR,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,126.0
202404,Curitiba - PR,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,134.0
202401,Florianópolis - SC,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,30.0
202402,Florianópolis - SC,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,30.0
202403,Florianópolis - SC,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,31.0
202404,Florianópolis - SC,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,29.0
202401,Porto Alegre - RS,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,111.0
202402,Porto Alegre - RS,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,107.0
202403,Porto Alegre - RS,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,112.0
202404,Porto Alegre - RS,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,111.0
202401,Campo Grande - MS,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,75.0
202402,Campo Grande - MS,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,76.0
202403,Campo Grande - MS,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",Mil pessoas,Ensino fundamental incompleto ou equivalente,87.0
