Periodo,Estado,Variavel,Unidade,Nivel_Instrucao,Valor,UF,Regiao
202404,Rondônia,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,73.8,RO,Norte
202401,Acre,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,30.2,AC,Norte
202402,Acre,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,43.1,AC,Norte
202403,Acre,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,27.4,AC,Norte
202404,Acre,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,38.9,AC,Norte
202401,Amazonas,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,28.8,AM,Norte
202402,Amazonas,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,28.9,AM,Norte
202403,Amazonas,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,29.0,AM,Norte
202404,Amazonas,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,29.1,AM,Norte
202401,Roraima,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,52.4,RR,Norte
202402,Roraima,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,42.3,RR,Norte
202403,Roraima,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,37.2,RR,Norte
202401,Pará,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,27.3,PA,Norte
202402,Pará,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,31.3,PA,Norte
202403,Pará,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,52.2,PA,Norte
202404,Pará,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,32.6,PA,Norte
202401,Amapá,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,48.4,AP,Norte
202402,Amapá,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,101.4,AP,Norte
202403,Amapá,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,73.1,AP,Norte
202404,Amapá,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,57.4,AP,Norte
202401,Tocantins,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,100.7,TO,Norte
202402,Tocantins,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,61.8,TO,Norte
202403,Tocantins,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,70.6,TO,Norte
202401,Maranhão,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,39.4,MA,Nordeste
202402,Maranhão,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,38.0,MA,Nordeste
202403,Maranhão,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,39.2,MA,Nordeste
202404,Maranhão,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,39.7,MA,Nordeste
202401,Piauí,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,36.8,PI,Nordeste
202402,Piauí,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,39.5,PI,Nordeste
202403,Piauí,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,36.3,PI,Nordeste
202404,Piauí,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,54.4,PI,Nordeste
202401,Ceará,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,39.4,CE,Nordeste
202402,Ceará,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,31.5,CE,Nordeste
202403,Ceará,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,34.7,CE,Nordeste
202404,Ceará,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,34.1,CE,Nordeste
202401,Rio Grande Do Norte,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,43.1,RN,Nordeste
202402,Rio Grande Do Norte,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,61.5,RN,Nordeste
202403,Rio Grande Do Norte,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,43.2,RN,Nordeste
202404,Rio Grande Do Norte,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,42.5,RN,Nordeste
202401,Paraíba,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,38.0,PB,Nordeste
202402,Paraíba,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,36.9,PB,Nordeste
202403,Paraíba,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,37.8,PB,Nordeste
202404,Paraíba,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,41.4,PB,Nordeste
202401,Pernambuco,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,27.9,PE,Nordeste
202402,Pernambuco,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,28.2,PE,Nordeste
202403,Pernambuco,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,44.1,PE,Nordeste
202404,Pernambuco,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,34.0,PE,Nordeste
202401,Alagoas,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,27.7,AL,Nordeste
202402,Alagoas,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,30.1,AL,Nordeste
202403,Alagoas,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,35.7,AL,Nordeste
202404,Alagoas,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,36.6,AL,Nordeste
202401,Sergipe,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,27.6,SE,Nordeste
202402,Sergipe,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,36.3,SE,Nordeste
202403,Sergipe,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,44.4,SE,Nordeste
202404,Sergipe,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,59.8,SE,Nordeste
202401,Bahia,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,45.1,BA,Nordeste
202402,Bahia,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,37.5,BA,Nordeste
202403,Bahia,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,50.4,BA,Nordeste
202404,Bahia,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,35.4,BA,Nordeste
202401,Minas Gerais,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,26.3,MG,Sudeste
202402,Minas Gerais,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,32.1,MG,Sudeste
202403,Minas Gerais,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,33.6,MG,Sudeste
202404,Minas Gerais,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,28.7,MG,Sudeste
202401,Espírito Santo,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,58.1,ES,Sudeste
202402,Espírito Santo,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,71.0,ES,Sudeste
202403,Espírito Santo,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,56.9,ES,Sudeste
202401,Rio De Janeiro,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,17.8,RJ,Sudeste
202402,Rio De Janeiro,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,19.4,RJ,Sudeste
202403,Rio De Janeiro,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,21.3,RJ,Sudeste
202404,Rio De Janeiro,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,29.9,RJ,Sudeste
202401,São Paulo,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,24.9,SP,Sudeste
202402,São Paulo,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,21.9,SP,Sudeste
202403,São Paulo,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,26.3,SP,Sudeste
202404,São Paulo,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,19.9,SP,Sudeste
202401,Paraná,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,28.9,PR,Sul
202402,Paraná,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,28.5,PR,Sul
202403,Paraná,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,52.7,PR,Sul
202404,Paraná,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,36.8,PR,Sul
202401,Santa Catarina,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,60.0,SC,Sul
202402,Santa Catarina,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,55.3,SC,Sul
202403,Santa Catarina,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,51.5,SC,Sul
202404,Santa Catarina,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,42.0,SC,Sul
202401,Rio Grande Do Sul,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,28.7,RS,Sul
202402,Rio Grande Do Sul,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,23.8,RS,Sul
202403,Rio Grande Do Sul,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,24.9,RS,Sul
202404,Rio Grande Do Sul,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,38.6,RS,Sul
202401,Mato Grosso Do Sul,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,40.3,MS,Centro-Oeste
202402,Mato Grosso Do Sul,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,41.3,MS,Centro-Oeste
202403,Mato Grosso Do Sul,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,49.6,MS,Centro-Oeste
202404,Mato Grosso Do Sul,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,41.0,MS,Centro-Oeste
202401,Mato Grosso,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,56.4,MT,Centro-Oeste
202402,Mato Grosso,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,46.5,MT,Centro-Oeste
202403,Mato Grosso,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,37.2,MT,Centro-Oeste
202404,Mato Grosso,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,39.5,MT,Centro-Oeste
202401,Goiás,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,33.5,GO,Centro-Oeste
202402,Goiás,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,39.0,GO,Centro-Oeste
202403,Goiás,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,37.6,GO,Centro-Oeste
202404,Goiás,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,48.9,GO,Centro-Oeste
202401,Distrito Federal,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,19.3,DF,Centro-Oeste
202402,Distrito Federal,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,22.6,DF,Centro-Oeste
202403,Distrito Federal,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,21.2,DF,Centro-Oeste
202404,Distrito Federal,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino fundamental completo ou equivalente,20.2,DF,Centro-Oeste
202401,Rondônia,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,54.2,RO,Norte
202402,Rondônia,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,71.7,RO,Norte
202403,Rondônia,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,49.7,RO,Norte
202404,Rondônia,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,74.6,RO,Norte
202401,Acre,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,35.2,AC,Norte
202402,Acre,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,21.1,AC,Norte
202403,Acre,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,19.9,AC,Norte
202404,Acre,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,25.4,AC,Norte
202401,Amazonas,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,19.4,AM,Norte
202402,Amazonas,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,22.7,AM,Norte
202403,Amazonas,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,19.5,AM,Norte
202404,Amazonas,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,20.2,AM,Norte
202401,Roraima,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,24.5,RR,Norte
202402,Roraima,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,30.7,RR,Norte
202403,Roraima,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,25.2,RR,Norte
202404,Roraima,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,29.6,RR,Norte
202401,Pará,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,20.8,PA,Norte
202402,Pará,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,31.9,PA,Norte
202403,Pará,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,28.3,PA,Norte
202404,Pará,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,25.2,PA,Norte
202401,Amapá,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,34.8,AP,Norte
202402,Amapá,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,41.4,AP,Norte
202403,Amapá,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,73.5,AP,Norte
202404,Amapá,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,65.1,AP,Norte
202401,Tocantins,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,45.3,TO,Norte
202402,Tocantins,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,43.9,TO,Norte
202403,Tocantins,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,51.8,TO,Norte
202404,Tocantins,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,101.3,TO,Norte
202401,Maranhão,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,39.2,MA,Nordeste
202402,Maranhão,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,33.4,MA,Nordeste
202403,Maranhão,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,28.5,MA,Nordeste
202404,Maranhão,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,37.5,MA,Nordeste
202401,Piauí,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,29.0,PI,Nordeste
202402,Piauí,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,31.4,PI,Nordeste
202403,Piauí,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,35.4,PI,Nordeste
202404,Piauí,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,38.3,PI,Nordeste
202401,Ceará,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,23.4,CE,Nordeste
202402,Ceará,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,28.2,CE,Nordeste
202403,Ceará,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,24.1,CE,Nordeste
202404,Ceará,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,33.3,CE,Nordeste
202401,Rio Grande Do Norte,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,42.0,RN,Nordeste
202402,Rio Grande Do Norte,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,38.3,RN,Nordeste
202403,Rio Grande Do Norte,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,32.8,RN,Nordeste
202404,Rio Grande Do Norte,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,48.2,RN,Nordeste
202401,Paraíba,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,25.7,PB,Nordeste
202402,Paraíba,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,28.6,PB,Nordeste
202403,Paraíba,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,28.3,PB,Nordeste
202404,Paraíba,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,29.3,PB,Nordeste
202401,Pernambuco,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,25.9,PE,Nordeste
202402,Pernambuco,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,23.5,PE,Nordeste
202403,Pernambuco,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,25.2,PE,Nordeste
202404,Pernambuco,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,26.9,PE,Nordeste
202401,Alagoas,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,20.6,AL,Nordeste
202402,Alagoas,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,22.2,AL,Nordeste
202403,Alagoas,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,23.6,AL,Nordeste
202404,Alagoas,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,27.2,AL,Nordeste
202401,Sergipe,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,33.2,SE,Nordeste
202402,Sergipe,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,38.8,SE,Nordeste
202403,Sergipe,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,35.4,SE,Nordeste
202404,Sergipe,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,34.9,SE,Nordeste
202401,Bahia,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,16.1,BA,Nordeste
202402,Bahia,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,26.4,BA,Nordeste
202403,Bahia,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,23.7,BA,Nordeste
202404,Bahia,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,24.3,BA,Nordeste
202401,Minas Gerais,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,20.2,MG,Sudeste
202402,Minas Gerais,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",%,Ensino médio incompleto ou equivalente,30.8,MG,Sudeste
